# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600191,4600757,+,,,,,efp,,SL1344_RS22255,567,,old_locus_tag=SL1344_4271
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600191,4600757,+,WP_000257282.1,WP_000257282.1,,elongation factor P,efp,,SL1344_RS22255,567,188,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600818,4600952,+,,,,,,,SL1344_RS22260,135,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600818,4600952,+,WP_000977687.1,WP_000977687.1,,entericidin A,,,SL1344_RS22260,135,44,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600858,4601038,-,,,,,,,SL1344_RS27285,181,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4600858,4601038,-,,,,hypothetical protein,,,SL1344_RS27285,181,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4601060,4601206,+,,,,,,,SL1344_RS22265,147,,old_locus_tag=SL1344_4273
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4601060,4601206,+,WP_000239598.1,WP_000239598.1,,entericidin B,,,SL1344_RS22265,147,48,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4601237,4601824,-,,,,,,,SL1344_RS22270,588,,old_locus_tag=SL1344_4274
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4601237,4601824,-,WP_000912957.1,WP_000912957.1,,DNA-binding response regulator,,,SL1344_RS22270,588,195,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4602081,4602398,+,,,,,,,SL1344_RS22275,318,,old_locus_tag=SL1344_4275
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4602081,4602398,+,WP_000118469.1,WP_000118469.1,,quaternary ammonium compound-resistance protein SugE,,,SL1344_RS22275,318,105,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4602415,4602948,-,,,,,,,SL1344_RS22280,534,,old_locus_tag=SL1344_4276
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4602415,4602948,-,WP_001238397.1,WP_001238397.1,,hypothetical protein,,,SL1344_RS22280,534,177,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603060,4603419,-,,,,,,,SL1344_RS22285,360,,old_locus_tag=SL1344_4277
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603060,4603419,-,WP_000609649.1,WP_000609649.1,,fumarate reductase subunit D,,,SL1344_RS22285,360,119,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603430,4603825,-,,,,,,,SL1344_RS22290,396,,old_locus_tag=SL1344_4278
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603430,4603825,-,WP_000208749.1,WP_000208749.1,,fumarate reductase subunit C,,,SL1344_RS22290,396,131,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603836,4604570,-,,,,,,,SL1344_RS22295,735,,old_locus_tag=SL1344_4279
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4603836,4604570,-,WP_000829509.1,WP_000829509.1,,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,,,SL1344_RS22295,735,244,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4604563,4606353,-,,,,,,,SL1344_RS22300,1791,,old_locus_tag=SL1344_4280
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4604563,4606353,-,WP_001192954.1,WP_001192954.1,,fumarate reductase (quinol) flavoprotein subunit,,,SL1344_RS22300,1791,596,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4606676,4607653,+,,,,,,,SL1344_RS22305,978,,old_locus_tag=SL1344_4281
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4606676,4607653,+,WP_000004794.1,WP_000004794.1,,elongation factor P--(R)-beta-lysine ligase,,,SL1344_RS22305,978,325,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4607879,4609381,+,,,,,,,SL1344_RS22310,1503,,old_locus_tag=SL1344_4282
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4607879,4609381,+,WP_000149876.1,WP_000149876.1,,inner membrane transporter YjeM,,,SL1344_RS22310,1503,500,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4609433,4609747,+,,,,,,,SL1344_RS22315,315,,old_locus_tag=SL1344_4283
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4609433,4609747,+,WP_000074657.1,WP_000074657.1,,DUF2645 domain-containing protein,,,SL1344_RS22315,315,104,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4609814,4613140,-,,,,,,,SL1344_RS22320,3327,,old_locus_tag=SL1344_4284
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4609814,4613140,-,WP_001236755.1,WP_001236755.1,,miniconductance mechanosensitive channel MscM,,,SL1344_RS22320,3327,1108,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4613159,4614127,-,,,,,psd,,SL1344_RS22325,969,,old_locus_tag=SL1344_4285
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4613159,4614127,-,WP_000934949.1,WP_000934949.1,,phosphatidylserine decarboxylase proenzyme,psd,,SL1344_RS22325,969,322,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4614219,4615295,-,,,,,,,SL1344_RS22330,1077,,old_locus_tag=SL1344_4286
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4614219,4615295,-,WP_014344438.1,WP_014344438.1,,small ribosomal subunit biogenesis GTPase RsgA,,,SL1344_RS22330,1077,358,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4615378,4615923,+,,,,,,,SL1344_RS22335,546,,old_locus_tag=SL1344_4287
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4615378,4615923,+,WP_001271546.1,WP_001271546.1,,oligoribonuclease,,,SL1344_RS22335,546,181,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4615985,4616725,-,,,,,,,SL1344_RS22340,741,,old_locus_tag=SL1344_4288
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4615985,4616725,-,WP_000727896.1,WP_000727896.1,,arginine ABC transporter substrate-binding protein,,,SL1344_RS22340,741,246,
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617001,4617076,+,,,,,,,SL1344_RS22345,76,,old_locus_tag=SL1344_tRNA0080
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617001,4617076,+,,,,tRNA-Gly,,,SL1344_RS22345,76,,anticodon=GCC
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617233,4617308,+,,,,,,,SL1344_RS22350,76,,old_locus_tag=SL1344_tRNA0081
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617233,4617308,+,,,,tRNA-Gly,,,SL1344_RS22350,76,,anticodon=GCC
gene,tRNA,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617465,4617540,+,,,,,,,SL1344_RS22355,76,,old_locus_tag=SL1344_tRNA0082
tRNA,,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617465,4617540,+,,,,tRNA-Gly,,,SL1344_RS22355,76,,anticodon=GCC
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617810,4618964,-,,,,,queG,,SL1344_RS22360,1155,,old_locus_tag=SL1344_4289
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4617810,4618964,-,WP_000964745.1,WP_000964745.1,,tRNA epoxyqueuosine(34) reductase QueG,queG,,SL1344_RS22360,1155,384,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4618948,4620495,+,,,,,,,SL1344_RS22365,1548,,old_locus_tag=SL1344_4290
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4618948,4620495,+,WP_000968675.1,WP_000968675.1,,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,,,SL1344_RS22365,1548,515,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4620467,4620928,+,,,,,,,SL1344_RS22370,462,,old_locus_tag=SL1344_4291
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4620467,4620928,+,WP_000981983.1,WP_000981983.1,,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE,,,SL1344_RS22370,462,153,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4620945,4622264,+,,,,,,,SL1344_RS22375,1320,,old_locus_tag=SL1344_4292
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4620945,4622264,+,WP_000640362.1,WP_000640362.1,,N-acetylmuramoyl-L-alanine amidase,,,SL1344_RS22375,1320,439,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4622274,4624130,+,,,,,,,SL1344_RS22380,1857,,old_locus_tag=SL1344_4293
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4622274,4624130,+,WP_001122537.1,WP_001122537.1,,DNA mismatch repair endonuclease MutL,,,SL1344_RS22380,1857,618,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4624123,4625073,+,,,,,,,SL1344_RS22385,951,,old_locus_tag=SL1344_4294
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4624123,4625073,+,WP_001000734.1,WP_001000734.1,,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,,,SL1344_RS22385,951,316,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4625156,4625464,+,,,,,,,SL1344_RS22390,309,,old_locus_tag=SL1344_4295
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4625156,4625464,+,WP_001051875.1,WP_001051875.1,,RNA-binding protein Hfq,,,SL1344_RS22390,309,102,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4625536,4626816,+,,,,,,,SL1344_RS22395,1281,,old_locus_tag=SL1344_4296
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4625536,4626816,+,WP_000460338.1,WP_000460338.1,,GTPase HflX,,,SL1344_RS22395,1281,426,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4627031,4628290,+,,,,,,,SL1344_RS22400,1260,,old_locus_tag=SL1344_4297
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4627031,4628290,+,WP_000312505.1,WP_000312505.1,,FtsH protease activity modulator HflK,,,SL1344_RS22400,1260,419,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4628293,4629297,+,,,,,,,SL1344_RS22405,1005,,old_locus_tag=SL1344_4298
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4628293,4629297,+,WP_001232417.1,WP_001232417.1,,protease modulator HflC,,,SL1344_RS22405,1005,334,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4629376,4629573,+,,,,,,,SL1344_RS22410,198,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4629376,4629573,+,WP_001089290.1,WP_001089290.1,,DUF2065 domain-containing protein,,,SL1344_RS22410,198,65,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4629676,4630974,+,,,,,purA,,SL1344_RS22415,1299,,old_locus_tag=SL1344_4299
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4629676,4630974,+,WP_000527972.1,WP_000527972.1,,adenylosuccinate synthetase,purA,,SL1344_RS22415,1299,432,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4631181,4631606,+,,,,,,,SL1344_RS22420,426,,old_locus_tag=SL1344_4300
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4631181,4631606,+,WP_001177632.1,WP_001177632.1,,transcriptional regulator,,,SL1344_RS22420,426,141,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4631644,4634082,+,,,,,,,SL1344_RS22425,2439,,old_locus_tag=SL1344_4301
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4631644,4634082,+,WP_000076357.1,WP_000076357.1,,ribonuclease R,,,SL1344_RS22425,2439,812,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4634173,4634904,+,,,,,,,SL1344_RS22430,732,,old_locus_tag=SL1344_4302
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4634173,4634904,+,WP_001293274.1,WP_001293274.1,,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,,SL1344_RS22430,732,243,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4635036,4635440,+,,,,,,,SL1344_RS22435,405,,old_locus_tag=SL1344_4303
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4635036,4635440,+,WP_000312604.1,WP_000312604.1,,DUF2170 domain-containing protein,,,SL1344_RS22435,405,134,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4635455,4636153,+,,,,,,,SL1344_RS22440,699,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4635455,4636153,+,,,,hypothetical protein,,,SL1344_RS22440,699,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4636153,4637223,+,,,,,,,SL1344_RS22445,1071,,old_locus_tag=SL1344_4305
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4636153,4637223,+,WP_000899675.1,WP_000899675.1,,membrane protein,,,SL1344_RS22445,1071,356,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4637196,4637879,+,,,,,,,SL1344_RS22450,684,,old_locus_tag=SL1344_4306
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4637196,4637879,+,WP_000090290.1,WP_000090290.1,,DUF2491 domain-containing protein,,,SL1344_RS22450,684,227,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4637897,4638295,+,,,,,,,SL1344_RS22455,399,,old_locus_tag=SL1344_4307
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4637897,4638295,+,WP_000547737.1,WP_000547737.1,,DUF350 domain-containing protein,,,SL1344_RS22455,399,132,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4638305,4638943,+,,,,,,,SL1344_RS22460,639,,old_locus_tag=SL1344_4308
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4638305,4638943,+,WP_001085592.1,WP_001085592.1,,DUF1190 domain-containing protein,,,SL1344_RS22460,639,212,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4638946,4640109,+,,,,,,,SL1344_RS22465,1164,,old_locus_tag=SL1344_4309
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4638946,4640109,+,WP_000943932.1,WP_000943932.1,,glutathionylspermidine synthase,,,SL1344_RS22465,1164,387,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4640194,4641816,+,,,,,,,SL1344_RS22470,1623,,old_locus_tag=SL1344_4310
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4640194,4641816,+,WP_000118960.1,WP_000118960.1,,isovaleryl-CoA dehydrogenase,,,SL1344_RS22470,1623,540,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4641861,4642181,-,,,,,,,SL1344_RS22475,321,,old_locus_tag=SL1344_4311
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4641861,4642181,-,WP_000441025.1,WP_000441025.1,,DUF1471 domain-containing protein,,,SL1344_RS22475,321,106,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4642267,4642596,-,,,,,,,SL1344_RS22480,330,,old_locus_tag=SL1344_4312
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4642267,4642596,-,WP_000586836.1,WP_000586836.1,,biofilm peroxide resistance protein BsmA,,,SL1344_RS22480,330,109,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4642780,4643529,+,,,,,,,SL1344_RS22485,750,,old_locus_tag=SL1344_4313
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4642780,4643529,+,WP_000560303.1,WP_000560303.1,,esterase,,,SL1344_RS22485,750,249,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4643526,4644281,-,,,,,,,SL1344_RS22490,756,,old_locus_tag=SL1344_4314
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4643526,4644281,-,WP_000133618.1,WP_000133618.1,,transcriptional regulator,,,SL1344_RS22490,756,251,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4644386,4645450,-,,,,,,,SL1344_RS22495,1065,,old_locus_tag=SL1344_4315
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4644386,4645450,-,WP_000049161.1,WP_000049161.1,,L-ascorbate-6-phosphate lactonase,,,SL1344_RS22495,1065,354,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4645813,4647210,+,,,,,,,SL1344_RS22500,1398,,old_locus_tag=SL1344_4316
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4645813,4647210,+,WP_000404873.1,WP_000404873.1,,ascorbate-specific permease IIC component UlaA,,,SL1344_RS22500,1398,465,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4647226,4647531,+,,,,,,,SL1344_RS22505,306,,old_locus_tag=SL1344_4317
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4647226,4647531,+,WP_000218358.1,WP_000218358.1,,ascorbate-specific phosphotransferase enzyme IIB component,,,SL1344_RS22505,306,101,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4647541,4648005,+,,,,,,,SL1344_RS22510,465,,old_locus_tag=SL1344_4318
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4647541,4648005,+,WP_000776531.1,WP_000776531.1,,ascorbate-specific phosphotransferase enzyme IIA component,,,SL1344_RS22510,465,154,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4648019,4648669,+,,,,,ulaD,,SL1344_RS22515,651,,old_locus_tag=SL1344_4319
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4648019,4648669,+,WP_000056761.1,WP_000056761.1,,3-keto-L-gulonate-6-phosphate decarboxylase UlaD,ulaD,,SL1344_RS22515,651,216,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4648679,4649533,+,,,,,,,SL1344_RS22520,855,,old_locus_tag=SL1344_4320
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4648679,4649533,+,WP_000949525.1,WP_000949525.1,,L-ribulose-5-phosphate 3-epimerase UlaE,,,SL1344_RS22520,855,284,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4649533,4650219,+,,,,,araD,,SL1344_RS22525,687,,old_locus_tag=SL1344_4321
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4649533,4650219,+,WP_001170771.1,WP_001170771.1,,L-ribulose-5-phosphate 4-epimerase UlaF,araD,,SL1344_RS22525,687,228,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650348,4650623,-,,,,,,,SL1344_RS22530,276,,old_locus_tag=SL1344_4322
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650348,4650623,-,WP_001521305.1,WP_001521305.1,,DUF1471 domain-containing protein,,,SL1344_RS22530,276,91,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650547,4650744,-,,,,,,,SL1344_RS26210,198,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650547,4650744,-,WP_001542427.1,WP_001542427.1,,hypothetical protein,,,SL1344_RS26210,198,65,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650817,4651023,+,,,,,,,SL1344_RS22535,207,,old_locus_tag=SL1344_4323
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4650817,4651023,+,WP_001541376.1,WP_001541376.1,,hypothetical protein,,,SL1344_RS22535,207,68,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651094,4651489,+,,,,,,,SL1344_RS22540,396,,old_locus_tag=SL1344_4324
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651094,4651489,+,WP_001216673.1,WP_001216673.1,,30S ribosomal protein S6,,,SL1344_RS22540,396,131,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651496,4651810,+,,,,,,,SL1344_RS22545,315,,old_locus_tag=SL1344_4325
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651496,4651810,+,WP_001519453.1,WP_001519453.1,,primosomal replication protein N,,,SL1344_RS22545,315,104,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651815,4652042,+,,,,,rpsR,,SL1344_RS22550,228,,old_locus_tag=SL1344_4326
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4651815,4652042,+,WP_000135199.1,WP_000135199.1,,30S ribosomal protein S18,rpsR,,SL1344_RS22550,228,75,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4652084,4652533,+,,,,,,,SL1344_RS22555,450,,old_locus_tag=SL1344_4327
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4652084,4652533,+,WP_001196059.1,WP_001196059.1,,50S ribosomal protein L9,,,SL1344_RS22555,450,149,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4652681,4653607,+,,,,,,,SL1344_RS22560,927,,old_locus_tag=SL1344_4328
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4652681,4653607,+,WP_000381075.1,WP_000381075.1,,EamA/RhaT family transporter,,,SL1344_RS22560,927,308,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4653657,4654292,-,,,,,,,SL1344_RS22565,636,,old_locus_tag=SL1344_4329
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4653657,4654292,-,WP_001119448.1,WP_001119448.1,,hypothetical protein,,,SL1344_RS22565,636,211,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4654326,4654513,-,,,,,,,SL1344_RS27290,188,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4654326,4654513,-,,,,hypothetical protein,,,SL1344_RS27290,188,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4654470,4655132,+,,,,,,,SL1344_RS22570,663,,old_locus_tag=SL1344_4330
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4654470,4655132,+,WP_001663320.1,WP_001663320.1,,peptidyl-prolyl cis-trans isomerase,,,SL1344_RS22570,663,220,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4655428,4656837,+,,,,,,,SL1344_RS22575,1410,,old_locus_tag=SL1344_4331
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4655428,4656837,+,WP_000228322.1,WP_000228322.1,,D-serine/D-alanine/glycine transporter,,,SL1344_RS22575,1410,469,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4656949,4657611,-,,,,,,,SL1344_RS22580,663,,old_locus_tag=SL1344_4332
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4656949,4657611,-,WP_000331468.1,WP_000331468.1,,iron-sulfur cluster repair protein YtfE,,,SL1344_RS22580,663,220,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4657714,4658679,-,,,,,,,SL1344_RS22585,966,,old_locus_tag=SL1344_4333
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4657714,4658679,-,WP_000623290.1,WP_000623290.1,,EamA/RhaT family transporter,,,SL1344_RS22585,966,321,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4658760,4659608,-,,,,,,,SL1344_RS22590,849,,old_locus_tag=SL1344_4334
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4658760,4659608,-,WP_000560616.1,WP_000560616.1,,SDR family NAD(P)-dependent oxidoreductase,,,SL1344_RS22590,849,282,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4659696,4660082,+,,,,,,,SL1344_RS22595,387,,old_locus_tag=SL1344_4335
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4659696,4660082,+,WP_001201297.1,WP_001201297.1,,transcriptional regulator,,,SL1344_RS22595,387,128,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4660140,4662083,-,,,,,cpdB,,SL1344_RS22600,1944,,old_locus_tag=SL1344_4336
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4660140,4662083,-,WP_000589395.1,WP_000589395.1,,"2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase",cpdB,,SL1344_RS22600,1944,647,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4662096,4662317,-,,,,,,,SL1344_RS26215,222,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,4662096,4662317,-,WP_001520310.1,WP_001520310.1,,hypothetical protein,,,SL1344_RS26215,222,73,
